"ID",Name,Type,Status,Timestamp,gender,business-name,last_name,first_name,business_name,email,phone,formState,nin,business-email,business-phone,identification,id_type,phone_number,business_email,business_phone,business_types,business_address,fields,id-type,profileId,business-types,business-address,random,bvn_phone_mismatch_at
019a05dd-614e-7bbc-9645-b6a54cf9a15a,Knee Grow,personal,active,10/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a25ec-caca-7663-a658-a5b004bb1e8f,Moses John,personal,active,10/27/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a0625-8154-7006-996f-e3e0a739f26e,Fort Lang,personal,active,10/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a2678-376a-7663-a659-8da534f4b856,Jerry Sule,personal,active,10/27/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a2b05-014b-7113-b65d-cb542730c0de,Moses Okorie,personal,active,10/28/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a065b-395e-7ccc-930e-7edcd8ba7cc6,Fort Scott,personal,active,10/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a4630-7ba2-7ee5-8e68-310f563a3751,Turner Jaquelin,personal,active,11/2/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a0729-db99-7229-b308-bd72cccaf4e0,Sodium BiCarbonate,personal,active,10/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a463d-e859-7ee5-8e68-859555b4cfd3,Schneider Itzel,personal,active,11/2/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a0847-8734-744d-86c2-05721f9c4176,Fresh Boi,personal,active,10/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a08ea-51ed-7990-81c8-3723a829d801,Fresh Keed,personal,active,10/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a08ed-5f22-7990-81c8-7058aa77644c,Fresh keed,personal,active,10/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a50bf-5982-7885-84b7-0da60f9c1a0f,Kiki Tob,personal,active,11/4/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a08f5-dc81-7990-81c8-b3b251d691ef,Jon Bellini,personal,active,10/21/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a525c-6474-7dd9-bb50-a3c4a209ccef,Demi Ode,personal,active,11/5/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a0d40-32f2-7447-bd9f-e3ddc43c091e,Labadie Janessa,personal,active,10/22/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a5558-8fe1-7dd9-bb53-11a5fabef29f,Thiel Cyril,personal,active,11/5/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a0d43-63c4-7447-bda0-e483c8113c3c,Roberts Stanton,personal,active,10/22/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a555b-76d2-7dd9-bb54-08893c6c3616,Lueilwitz Israel,personal,active,11/5/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a0e70-f877-7223-9724-184e2a7a091f,NAS x,personal,active,10/23/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a5fa4-621d-7555-a3ab-d4079e2ba16a,Morissette Elena,personal,active,11/7/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a12b2-9015-7223-9724-f19579f2d85e,Meso mona,personal,active,10/23/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a5fa5-6573-7555-a3ac-27bd557f907a,Connelly Clement,personal,active,11/7/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a149d-30b9-755a-bb7c-d62d51d4b573,USA me,personal,active,10/24/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a174f-a4a8-7449-81c0-3f66628c247b,Another Demi,personal,active,10/24/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a6240-057a-7559-a830-596a775282d8,Another Dem,personal,active,11/8/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a178c-a020-7335-b868-e7d2139b994e,Koss Bradly,personal,active,10/24/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a6a3d-d6be-7006-a0f2-04c2886e1462,Hodkiewicz Albert,personal,active,11/9/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a178c-efd0-7335-b869-35ec4e702208,Bergstrom Patsy,personal,active,10/24/25,,,,,,,,,,,,,,,,,,,,,,,,,
019a6a4a-af72-7006-a0f2-54b6f94bfee2,Roberts Samantha,personal,active,11/9/25,,,,,,,,,,,,,,,,,,,,,,,,,
0192f830-de29-7aa1-bdc7-2b10e00b482d,wunmi,personal,active,11/4/24,male,Armstrong - Ratke,,,,,,,,,,,,,,,,,,,,,,,
01938329-771f-7ccf-b7dc-75c6222b1427,Profile,personal,active,12/1/24,,,Ajidagba,Rasheedat,,,,,,,,,,,,,,,,,,,,,
019349a8-2287-799a-9557-19a86aba437b,Profile,personal,active,11/20/24,,,Ibrahim,Azeez,,,,,,,,,,,,,,,,,,,,,
01937269-2e62-733f-b173-86695d294d9a,Profile,personal,active,11/28/24,,,Lola,Temi,,,,,,,,,,,,,,,,,,,,,
01937269-79cf-733f-b173-b005e315e77b,Profile,personal,active,11/28/24,,,Lola,Temi,,,,,,,,,,,,,,,,,,,,,
01937269-cf4e-733f-b173-d6d7b5b99ae6,Profile,personal,active,11/28/24,,,Lola,Temi,,,,,,,,,,,,,,,,,,,,,
0193182f-68e6-7eeb-a7eb-f9fb3bd0052e,Bayer Group,personal,active,11/10/24,,,Greene,Tonye,,,,,,,,,,,,,,,,,,,,,
0193878a-c8e4-7ccf-8884-70da66ac1227,Profile,personal,active,12/2/24,,,LawalA,HabeebA,,,,,,,,,,,,,,,,,,,,,
01939135-4b88-7335-b5bc-9b959fee0ac9,Profile,personal,active,12/4/24,Male,,Azeez,Ibrahim,,azeez@assurdly.com,09055755671,,,,,,,,,,,,,,,,,,
0193913e-f2cc-7335-b5bc-d8a730506136,Profile,personal,active,12/4/24,,,Azeez,Ibrahim,,,,,,,,,,,,,,,,,,,,,
01944bed-b1e7-777f-a932-9b1ef3017cb4,Slate Frett,personal,active,1/9/25,,,,,,,,,,,,,,,,,,,,,,,,,
0193a08c-5da6-7660-b823-0bddb2114ba0,Profile,personal,active,12/7/24,,,,,,,,,,,,,,,,,,,,,,,,,
01939314-e1ee-7cc0-9d19-14d0a6180641,Profile,personal,active,12/4/24,Female,,Usman,Gambo,,gambo+20@assurdly.com,08162771727,,,,,,,,,,,,,,,,,,
